competition,gender, game, rank, name, nation,,
sailing,,,1936: Star,2, (Arvid Laurin/Uno Wallentin), Sweden,
sailing,,,1936: Star,3, (Bob Maas/Willem de Vries Lentsch), Netherlands,
sailing,,,1948: Star,1, (Hilary Smart/Paul Smart), United States,
sailing,,,1948: Star,2, (Carlos de Cardenas/Carlos de Cardenas Jr.),Cuba,
sailing,,,1948: Star,3, (Adriaan Maas/Edward Stutterheim), Netherlands,
sailing,,,1952: Star,1, (Agostino Straulino/Nicolò Rode), Italy,
sailing,,,1952: Star,2, (John Price/John Reid), United States,
sailing,,,1952: Star,3, (Joaquim Fiúza/Francisco de Andrade), Portugal,
sailing,,,1956: Star,1, (Herbert Williams/Lawrence Low), United States,
sailing,,,1956: Star,2, (Agostino Straulino/Nicolò Rode), Italy,
sailing,,,1956: Star,3, (Durward Knowles/Sloane Farrington), Bahamas,
sailing,,,1960: Star,1, (Timir Pinegin/Fyodor Shutkov), Soviet Union,
sailing,,,1960: Star,2, (Mário Quina/José Manuel Quina), Portugal,
sailing,,,1960: Star,3, (William Parks/Robert Halperin), United States,
sailing,,,1964: Star,1, (Durward Knowles/Cecil Cooke), Bahamas,
sailing,,,1964: Star,2, (Richard Stearns/Lynn Williams), United States,
sailing,,,1964: Star,3, (Pelle Pettersson/Holger Sundström), Sweden,
sailing,,,1968: Star,1, (Lowell North/Peter Barrett), United States,
sailing,,,1968: Star,2, (Peder Lunde Jr./Per Wiken),Norway,
sailing,,,1968: Star,3, (Franco Cavallo/Camillo Gargano), Italy,
sailing,,,1972: Star,1, (David Forbes/John Anderson), Australia,
sailing,,,1972: Star,2, (Pelle Petterson/Stellan Westerdahl), Sweden,
sailing,,,1972: Star,3, (Wilhelm Kuhweide/Karsten Meyer), West Germany,
sailing,,,1972: Tempest,1, (Valentin Mankin/Vitali Dyrdyra), Soviet Union,
sailing,,,1972: Tempest,2, (Alan Warren/David Hunt), Great Britain,
sailing,,,1972: Tempest,3, (Glen Foster/Peter Dean), United States,
sailing,,,1976: Tempest,1, (John Albrechtson/Ingvar Hansson), Sweden,
sailing,,,1976: Tempest,2, (Valentin Mankin/Vladyslav Akimenko), Soviet Union,
sailing,,,1976: Tempest,3, (Dennis Conner/Conn Findlay), United States,
sailing,,,1980: Star,1, (Valentin Mankin/Aleksandr Muzychenko), Soviet Union,
sailing,,,1980: Star,2, (Hubert Raudaschl/Karl Ferstl), Austria,
sailing,,,1980: Star,3, (Giorgio Gorla/Alfio Peraboni), Italy,
sailing,,,1984: Star,1, (William Earl Buchan/Steven Erickson), United States,
sailing,,,1984: Star,2, (Joachim Griese/Michael Marcour), West Germany,
sailing,,,1984: Star,3, (Giorgio Gorla/Alfio Peraboni), Italy,
sailing,,,1988: Star,1, (Michael McIntyre/Bryn Vaile), Great Britain,
sailing,,,1988: Star,2, (Mark Reynolds/Harold Haenel), United States,
sailing,,,1988: Star,3, (Torben Grael/Nelson Falcão), Brazil,
sailing,,,1992: Star,1, (Mark Reynolds/Harold Haenel), United States,
sailing,,,1992: Star,2, (Rod Davis/Don Cowie), New Zealand,
sailing,,,1992: Star,3, (Ross MacDonald/Eric Jespersen), Canada,
sailing,,,1996: Star,1, (Torben Grael/Marcelo Ferreira), Brazil,
sailing,,,1996: Star,2, (Hans Wallen/Bobby Lohse), Sweden,
sailing,,,1996: Star,3, (Colin Beashel/David Giles), Australia,
sailing,,,2000: Star,1, (Mark Reynolds/Magnus Liljedahl), United States,
sailing,,,2000: Star,2, (Ian Walker/Mark Covell), Great Britain,
sailing,,,2000: Star,3, (Torben Grael/Marcelo Ferreira), Brazil,
sailing,,,1948: Dragon,1, (Thor Thorvaldsen/Haakon Barfod/Sigve Lie), Norway,
sailing,,,1948: Dragon,2, (Folke Bohlin/Gösta Brodin/Hugo Johnson), Sweden,
sailing,,,1948: Dragon,3, (William Berntsen/Klaus Baess/Ole Berntsen), Denmark,
sailing,,,1952: Dragon,1, (Thor Thorvaldsen/Haakon Barfod/Sigve Lie), Norway,
sailing,,,1952: Dragon,2, (Per Gedda/Erland Almqvist/Sidney Boldt-Christmas), Sweden,
sailing,,,1952: Dragon,3, (Theodor Thomsen/Erich Natusch/Georg Nowka), Germany,
sailing,,,1956: Dragon,1, (Folke Bohlin/Bengt Palmquist/Leif Wikström), Sweden,
sailing,,,1956: Dragon,2, (Ole Berntsen/Cyril Andresen/Christian von Bülow), Denmark,
sailing,,,1956: Dragon,3, (Graham Mann/Ronald Backus/Jonathan Janson), Great Britain,
sailing,,,1960: Dragon,1, (HRH Crown Prince Constantine/Odysseus Eskidioglou/Georgios Zaimis), Greece,
sailing,,,1960: Dragon,2, (Jorge Salas Chávez/Héctor Calegaris/Jorge del Río Sálas), Argentina,
sailing,,,1960: Dragon,3, (Antonio Cosentino/Antonio Ciciliano/Giulio De Stefano), Italy,
sailing,,,1964: Dragon,1, (Ole Berntsen/Christian von Bulow/Ole Poulsen), Denmark,
sailing,,,1964: Dragon,2, (Peter Ahrendt/Wilfried Lorenz/Ulrich Mense), Germany,
sailing,,,1964: Dragon,3, (Lowell North/Richard Deaver/Charles Rogers), United States,
sailing,,,1968: Dragon,1, (George Friedrichs/Barton Jahncke/Gerald Schreck), United States,
sailing,,,1968: Dragon,2, (Aage Birch/Poul Richard Høj Jensen/Niels Markussen), Denmark,
sailing,,,1968: Dragon,3, (Paul Borowski/Karl-Heinz Thun/Konrad Weichert), East Germany,
sailing,,,1972: Dragon,1, (John Cuneo/Thomas Anderson/John Shaw), Australia,
sailing,,,1972: Dragon,2, (Paul Borowski/Karl-Heinz Thun/Konrad Weichert), East Germany,
sailing,,,1972: Dragon,3, (Donald Cohan/Charles Horter/John Marshall), United States,
sailing,,,1972: Soling,1, (Harry Melges/William Allen/William Bentsen), United States,
sailing,,,1972: Soling,2, (Stig Wennerström/Bo Knape/Stefan Krook), Sweden,
sailing,,,1972: Soling,3, (David Miller/Paul Côté/John Ekels), Canada,
sailing,,,1980: Soling,1, (Poul Richard Høj Jensen/Valdemar Bandolowski/Erik Hansen), Denmark,
sailing,,,1980: Soling,2, (Boris Budnikov/Alexandr Budnikov/Nikolay Poliakov), Soviet Union,
sailing,,,1980: Soling,3, (Anastasios Bountouris/Anastasios Gavrilis/Aristidis Rapanakis), Greece,
sailing,,,1984: Soling,1, (Robbie Haines/Rod Davis/Ed Trevalyan), United States,
sailing,,,1984: Soling,2, (Torben Grael/Daniel Adler/Ronaldo Senfft), Brazil,
sailing,,,1984: Soling,3, (Hans Fogh/Stephen Calder/John Kerr), Canada,
sailing,,,1988: Soling,1, (Jochen Schümann/Thomas Flach/Bernd Jäkel), East Germany,
sailing,,,1988: Soling,2, (John Kostecki/William Baylis/Robert Billingham), United States,
sailing,,,1988: Soling,3, (Jesper Bank/Jan Mathiasen/Steen Secher), Denmark,
sailing,,,1992: Soling,1, (Jesper Bank/Steen Secher/Jesper Seier), Denmark,
sailing,,,1992: Soling,2, (Kevin Mahaney/Jim Brady/Doug Kern), United States,
sailing,,,1992: Soling,3, (Lawrie Smith/Robert Cruikshank/Ossie Stewart), Great Britain,
sailing,,,1996: Soling,1, (Jochen Schümann/Thomas Flach/Bernd Jäkel), Germany,
sailing,,,1996: Soling,2, (Georgi Shayduko/Dmitri Shabanov/Igor Skalin), Russia,
sailing,,,1996: Soling,3, (Jeff Madrigali/Jim Barton/Kent Massey), United States,
sailing,,,2000: Soling,1, (Jesper Bank/Henrik Blakskjær/Thomas Jacobsen), Denmark,
sailing,,,2000: Soling,2, (Jochen Schümann/Gunnar Bahr/Ingo Borkowski), Germany,
sailing,,,2000: Soling,3, (Herman Horn Johannessen/Paul Davis/Espen Stokkeland), Norway,
sailing,,,2000: 49er,1, (Thomas Johanson/Jyrki Järvi), Finland,
sailing,,,2000: 49er,2, (Ian Barker/Simon Hiscocks), Great Britain,
sailing,,,2000: 49er,3, (Jonathan McKee/Charlie McKee), United States,
sailing,,,2004: 49er,1, (Iker Martínez/Xabier Fernández), Spain,
sailing,,,2004: 49er,2, (Rodion Luka/George Leonchuk), Ukraine,
sailing,,,2004: 49er,3, (Chris Draper/Simon Hiscocks), Great Britain,
sailing,,,2008: 49er,1, (Jonas Warrer/Martin Kirketerp), Denmark,
sailing,,,2008: 49er,2, (Iker Martínez de Lizarduy/Xabier Fernández), Spain,
sailing,,,2008: 49er,3, (Jan-Peter Peckolt/Hannes Peckolt), Germany,
sailing,,,1976: Tornado,1, (Reginald White/John Osborn), Great Britain,
sailing,,,1976: Tornado,2, (David McFaull/Michael Rothwell), United States,
sailing,,,1976: Tornado,3, (Jörg Spengler/Jörg Schmall), West Germany,
sailing,,,1980: Tornado,1, (Lars Sigurd Bjorkström/Alexandre Welter), Brazil,
sailing,,,1980: Tornado,2, (Peter Due/Per Kjergard), Denmark,
sailing,,,1980: Tornado,3, (Göran Marström/Jörgen Ragnarsson), Sweden,
sailing,,,1984: Tornado,1, (Rex Sellers/Chris Timms), New Zealand,
sailing,,,1984: Tornado,2, (Randy Smyth/Jay Glaser), United States,
sailing,,,1984: Tornado,3, (Christopher Cairns/John Anderson), Australia,
sailing,,,1988: Tornado,1, (Jean Le Deroff/Nicolas Hénard), France,
sailing,,,1988: Tornado,2, (Chris Timms/Rex Sellers), New Zealand,
sailing,,,1988: Tornado,3, (Lars Grael/Clinio Freitas), Brazil,
sailing,,,1992: Tornado,1, (Yves Loday/Nicolas Hénard), France,
sailing,,,1992: Tornado,2, (Randy Smyth/Keith Notary), United States,
sailing,,,1992: Tornado,3, (Mitch Booth/John Forbes), Australia,
sailing,,,1996: Tornado,1, (Fernando León/José Luis Ballester), Spain,
sailing,,,1996: Tornado,2, (Mitch Booth/Andrew Landenberger), Australia,
sailing,,,1996: Tornado,3, (Lars Grael/Henrique Pellicano), Brazil,
sailing,,,2000: Tornado,1, (Roman Hagara/Hans Peter Steinacher), Austria,
sailing,,,2000: Tornado,2, (Darren Bundock/John Forbes), Australia,
sailing,,,2000: Tornado,3, (Roland Gäbler/René Schwall), Germany,
sailing,,,2004: Tornado,1, (Roman Hagara/Hans Peter Steinacher), Austria,
sailing,,,2004: Tornado,2, (John Lovell/Charlie Ogletree), United States,
sailing,,,2004: Tornado,3, (Santiago Lange/Carlos Espínola), Argentina,
sailing,,,2008: Tornado,1, (Antón Paz/Fernando Echavarri), Spain,
sailing,,,2008: Tornado,2, (Darren Bundock/Glenn Ashby), Australia,
sailing,,,2008: Tornado,3, (Santiago Lange/Carlos Espínola), Argentina,
sailing,,,1920: 18' Dinghy,1, (Francis Richards/Thomas Hedberg), Great Britain,
sailing,,,1952: 5.5 Metre,1, (Britton Chance/Michael Schoettle/Edgar White/Sumner White), United States,
sailing,,,1952: 5.5 Metre,2, (Peder Lunde/Vibeke Lunde/Børre Falkum-Hansen), Norway,
sailing,,,1952: 5.5 Metre,3, (Folke Wassén/Carl-Erik Ohlson/Magnus Wassén), Sweden,
sailing,,,1956: 5.5 Metre,1, (Lars Thörn/Hjalmar Karlsson/Sture Stork), Sweden,
sailing,,,1956: 5.5 Metre,2, (Robert Perry/David Bowker/John Dillon/Neil Kennedy-Cochran-Patrick), Great Britain,
sailing,,,1956: 5.5 Metre,3, (Jock Sturrock/Douglas Buxton/Devereaux Mytton), Australia,
sailing,,,1960: 5.5 Metre,1, (George O'Day/James Hunt/David Smith), United States,
sailing,,,1960: 5.5 Metre,2, (William Berntsen/Steen Christensen/Sören Hancke), Denmark,
sailing,,,1960: 5.5 Metre,3, (Henri Copponex/Pierre Girard/Manfred Metzger), Switzerland,
sailing,,,1964: 5.5 Metre,1, (William Northam/Peter O'Donnell/James Sargeant), Australia,
sailing,,,1964: 5.5 Metre,2, (Lars Thörn/Arne Karlsson/Sture Stork), Sweden,
sailing,,,1964: 5.5 Metre,3, (John J. McNamara/Joseph Batchelder/Francis Scully), United States,
sailing,,,1968: 5.5 Metre,1, (Ulf Sundelin/Jörgen Sundelin/Peter Sundelin), Sweden,
sailing,,,1968: 5.5 Metre,2, (Louis Noverraz/Bernhard Dunand/Marcel Stern), Switzerland,
sailing,,,1968: 5.5 Metre,3, (Robin Aisher/Paul Anderson/Adrian Jardine), Great Britain,
sailing,,,1908: 6 Metre,1, (Gilbert Laws/Thomas McMeekin/Charles Crichton), Great Britain,
sailing,,,1908: 6 Metre,2, (Léon Huybrechts/Louis Huybrechts/Henri Weewauters), Belgium,
sailing,,,1908: 6 Metre,3, (Henri Arthus/Louis Potheau/Pierre Rabot), France,
sailing,,,1912: 6 Metre,1, (Gaston Thubé/Amédée Thubé/Jacques Thubé), France,
sailing,,,1912: 6 Metre,2, (Hans Meulengracht-Madsen/Steen Herschend/Sven Thomsen), Denmark,
sailing,,,1912: 6 Metre,3, (Eric Sandberg/Otto Aust/Harald Sandberg), Sweden,
sailing,,,1920: 6 Metre,1, (Emile Cornellie/Frédéric Bruynseels/Florimond Cornellie), Belgium,
sailing,,,1920: 6 Metre,2, (Einar Torgersen/Leif Erichsen/Andreas Knudsen), Norway,
sailing,,,1920: 6 Metre,3, (Henrik Agersborg/Einar Berntsen/Trygve Pedersen), Norway,
sailing,,,1920: 6 Metre,1, (Andreas Brecke/Paal Kaasen/Ingolf Rød), Norway,
sailing,,,1920: 6 Metre,2, (Léon Huybrechts/Charles van den Bussche/John Klotz), Belgium,
sailing,,,1924: 6 Metre,1, (Anders Lundgren/Christopher Dahl/Eugen Lunde), Norway,
sailing,,,1924: 6 Metre,2, (Vilhelm Vett/Knud Degn/Christian Nielsen), Denmark,
sailing,,,1924: 6 Metre,3, (Johan Carp/Anthonij Guépin/Jan Vreede), Netherlands,
sailing,,,1928: 6 Metre,1, (Johan Anker/Erik Anker/Håkon Bryhn/Crown Prince Olav), Norway,
sailing,,,1928: 6 Metre,2, (Vilhelm Vett/Aage Høy-Petersen/Nils Otto Møller/Peter Schlütter), Denmark,
sailing,,,1928: 6 Metre,3, (Nikolai Vekšin/Andreas Faehlmann/Georg Faehlmann/Eberhard Vogdt/William von Wirén), Estonia,
sailing,,,1932: 6 Metre,1, (Tore Holm/Olle Åkerlund/Åke Bergqvist/Martin Hindorff), Sweden,
sailing,,,1932: 6 Metre,2, (Robert Carlson/Temple Ashbrook/Frederic Conant/Emmett Davis/Donald Douglas/Charles Smith), United States,
sailing,,,1932: 6 Metre,3, (Philip Rogers/Gardner Boultbee/Ken Glass/Jerry Wilson), Canada,
sailing,,,1936: 6 Metre,1, (Christopher Boardman/Miles Bellville/Russell Harmer/Charles Leaf/Leonard Martin), Great Britain,
sailing,,,1936: 6 Metre,2, (Magnus Konow/Karsten Konow/Fredrik Meyer/Vaadjuv Nyqvist/Alf Tveten), Norway,
sailing,,,1936: 6 Metre,3, (Sven Salén/Lennart Ekdahl/Martin Hindorff/Torsten Lord/Dagmar Salén), Sweden,
sailing,,,1948: 6 Metre,1, (Herman Whiton/Alfred Loomis/Michael Mooney/James Smith/James Weekes), United States,
sailing,,,1948: 6 Metre,2, (Enrique Sieburger Sr./Emilio Homps/Rodolfo Rivademar/Rufino Rodríguez de la Torre/Enrique Sieburger,Argentina ,
sailing,,,1948: 6 Metre,3, (Tore Holm/Carl Robert Ameln/Martin Hindorff/Torsten Lord/Gösta Salén), Finland,
sailing,,,1952: 6 Metre,1, (Herman Whiton/Everard Endt/John Morgan/Eric Ridder/Julian Roosevelt/Emelyn Whiton), United States,
sailing,,,1952: 6 Metre,2, (Finn Ferner/Tor Arneberg/Johan Ferner/Erik Heiberg/Carl Mortensen), Norway,
sailing,,,1952: 6 Metre,3, (Ernst Westerlund/Ragnar Jansson/Jonas Konto/Rolf Turkka/Paul Sjöberg), Finland,
sailing,,,1920: 6.5 Metre,1, (Joop Carp/Berend Carp/Petrus Wernink), Netherlands,
sailing,,,1920: 6.5 Metre,2, (Albert Weil/Robert Monier/Félix Picon), France,
sailing,,,1908: 7 Metre,1, (Charles Rivett-Carnac/Norman Bingley/Richard Dixon/Frances Rivett-Carnac), Great Britain,
sailing,,,1908: 7 Metre,1, (Charles Rivett-Carnac/Norman Bingley/Richard Dixon/Frances Rivett-Carnac), Great Britain,
sailing,,,1908: 8 Metre,1, (Blair Cochrane/Charles Campbell/John Rhodes/Henry Sutton/Arthur Wood), Great Britain,
sailing,,,1908: 8 Metre,2, (Carl Hellström/Edmund Thormählen/Eric Sandberg/Erik Wallerius/Harald Wallin/The Duchess of Westminster), Sweden,
sailing,,,1908: 8 Metre,3, (Philip Hunloke/Alfred Hughes/Frederick Hughes/George Ratsey/William Ward), Great Britain,
sailing,,,1912: 8 Metre,1, (Thoralf Glad/Thomas Aas/Andreas Brecke/Torleiv Corneliussen/Christian Jebe), Norway,
sailing,,,1912: 8 Metre,2, (Bengt Heyman/Emil Henriques/Alvar Thiel/Herbert Westermark/Nils Westermark), Sweden,
sailing,,,1912: 8 Metre,3, (Bertil Tallberg/Arthur Ahnger/Emil Lindh/Gunnar Tallberg/Georg Westling), Finland,
sailing,,,1920: 8 Metre,1, (Carl Ringvold/Thorleif Holbye/Alf Jacobsen/Kristoffer Olsen/Tellef Wagle), Norway,
sailing,,,1920: 8 Metre,1, (Magnus Konow/Thorleif Christoffersen/Reidar Marthiniussen/Ragnar Vik), Norway,
sailing,,,1920: 8 Metre,2, (Jens Salvesen/Finn Schiander/Lauritz Schmidt/Nils Thomas/Ralph Tschudi), Norway,
sailing,,,1920: 8 Metre,3, (Albert Grisar/Willy de l'Arbre/Georges Hellebuyck/Léopold Standaert/Henri Weewauters), Belgium,
sailing,,,1924: 8 Metre,1, (Carl Ringvold/Rick Bockelie/Harald Hagen/Ingar Nielsen/Carl Ringvold Jr.),Norway,
sailing,,,1924: 8 Metre,2, (Ernest Roney/Harold Fowler/Edwin Jacob/Thomas Riggs/Walter Riggs), Great Britain,
sailing,,,1924: 8 Metre,3, (Louis Breguet/Pierre Gauthier/Robert Girardet/André Guerrier/Georges Mollard), France,
sailing,,,1928: 8 Metre,1, (Donatien Bouché/André Derrien/Virginie Hériot/André Lesauvage/Jean Lesieur/Carl de la Sablière), France,
sailing,,,1928: 8 Metre,2, (Johannes van Hoolwerff/Lambertus Doedes/Hendrik Kersken/Cornelis van Staveren/Gerard de Vries Lentsch/Maarten de Wit), Netherlands,
sailing,,,1928: 8 Metre,3, (Clarence Hammar/Tore Holm/Carl Sandblom/John Sandblom/Philip Sandblom/Wilhelm Törsleff), Sweden,
sailing,,,1932: 8 Metre,1, (Owen Churchill/John Biby/Alphonse Burnand/Kenneth Carey/William Cooper/Pierpont Davis/Carl Dorsey/John Huettner/Richard Moore/Alan Morgan/Robert Sutton/Thomas Webster), United States,
sailing,,,1932: 8 Metre,2, (Ronald Maitland/Ernest Cribb/Peter Gordon/George Gyles/Harry Jones/Hubert Wallace), Canada,
sailing,,,1936: 8 Metre,1, (Giovanni Reggio/Bruno Bianchi/Luigi De Manincor/Domenico Mordini/Enrico Poggi/Luigi Poggi), Italy,
sailing,,,1936: 8 Metre,2, (Olaf Ditlev-Simonsen/John Ditlev-Simonsen/Hans Struksnæs/Lauritz Schmidt/Jacob Thams/Nordahl Wallem), Norway,
sailing,,,1936: 8 Metre,3, (Hans Howaldt/Fritz Bischoff/Alfried Krupp von Bohlen und Halbach/Eduard Mohr/Felix Scheder-Bieschin/Otto Wachs), Germany,
sailing,,,1912: 10 Metre,1, (Filip Ericsson/Carl Hellström/Paul Isberg/Humbert Lundén/Herman Nyberg/Harry Rosenswärd/Erik Wallerius/Harald Wallin), Sweden,
sailing,,,1912: 10 Metre,2, (Harry Wahl/Waldemar Björkstén/Jacob Björnström/Bror Brenner/Allan Franck/Erik Lindh/Juho Aarne Pekkalainen), Finland,
sailing,,,1912: 10 Metre,3, (Esper Beloselsky/Ernest Brasche/Karl Lindholm/Nikolay Pushnitsky/Aleksandr Rodionov/Iosif Shomaker/Philipp Strauch), Russia,
sailing,,,1920: 10 Metre,1, (Erik Herseth/Gunnar Jamvold/Petter Jamvold/Claus Juell/Sigurd Holter/Ingar Nielsen/Ole Sørensen), Norway,
sailing,,,1920: 10 Metre,1, (Charles Arentz/Otto Falkenberg/Robert Giertsen/Willy Gilbert/Halfdan Schjött/Trygve Schjøtt/Arne Sejersted), Norway,
sailing,,,1908: 12 Metre,1, (T. C. Glen-Coats/J. H. Downes/J. S. Aspin/John Buchanan/J. C. Bunten/A. D. Downes/David Dunlop/John Mackenzie/Albert Martin/Gerald Tait), Great Britain,
sailing,,,1908: 12 Metre,2, (C. MacIver/J. G. Kenion/J. M. Adam/James Baxter/W. P. Davidson/J. F. Jellico/T. A. R. Littledale/C. R. MacIver/C. Macleod Robertson/J. F. D. Spence), Great Britain,
sailing,,,1912: 12 Metre,1, (Johan Anker/Nils Bertelsen/Eilert Falch-Lund/Halfdan Hansen/Arnfinn Heje/Magnus Konow/Alfred Larsen/Petter Larsen/Christian Staib/Carl Thaulow), Norway,
sailing,,,1912: 12 Metre,2, (Nils Persson/Per Bergman/Dick Bergström/Kurt Bergström/Hugo Clason/Folke Johnson/Sigurd Kander/Ivan Lamby/Erik Lindqvist/Hugo Sällström), Sweden,
sailing,,,1912: 12 Metre,3, (Ernst Krogius/Ferdinand Alfthan/Pekka Hartvall/Jarl Hulldén/Sigurd Juslén/Eino Sandelin/Johan Silén), Finland,
sailing,,,1920: 12 Metre,1, (Henrik Østervold/Halvor Birkeland/Rasmus Birkeland/Lauritz Christiansen/Hans Naess/Halvor Mögster/Jan Østervold/Kristian Østervold/Ole Østervold), Norway,
sailing,,,1920: 12 Metre,1, (Johan Friele/Arthur Allers/Martin Borthen/Kaspar Hassel/Erik Ørvig/Olav Örvig/Thor Ørvig/Egill Reimers/Christen Wiese), Norway,
sailing,,,1920: 30m2 Skerry cruiser,1, (Gösta Lundqvist/Gösta Bengtsson/Rolf Steffenburg), Sweden,
sailing,,,1920: 40m2 Skerry cruiser,1, (Tore Holm/Yngve Holm/Axel Rydin/Georg Tengwall), Sweden,
sailing,,,1920: 40m2 Skerry cruiser,2, (Gustaf Svensson/Percy Almstedt/Erik Mellbin/Ragnar Svensson), Sweden,
sailing,,,1900: 0 to .5 ton,1, (Pierre Gervais), France,
sailing,,,1900: 0 to .5 ton,2, (Texier (helmsman)/Texier (crew)/Jean-Baptiste Charcot/Robert Linzeler), France,
sailing,,,1900: 0 to .5 ton,3, (Henri Monnot/Léon Tellier/Gaston Cailleux), France,
sailing,,,1900: 0 to .5 ton,1, (Émile Sacré), France,
sailing,,,1900: 0 to .5 ton,2, (Texier (helmsman)/Texier (crew)/Jean-Baptiste Charcot/Robert Linzeler), France,
sailing,,,1900: 0 to .5 ton,3, (Pierre Gervais), France,
sailing,,,1900: .5 to 1 ton,1, (Lorne Currie/John Gretton/Linton Hope/Algernon Maudslay), Great Britain,
sailing,,,1900: .5 to 1 ton,2, (Jules Valton/Félix Marcotte/William Martin/Jacques Baudrier/Jean Le Bret), France,
sailing,,,1900: .5 to 1 ton,3, (Émile Michelet/Marcel Meran), France,
sailing,,,1900: .5 to 1 ton,1, (Louis Auguste-Dormeuil), France,
sailing,,,1900: .5 to 1 ton,2, (Émile Michelet/Marcel Meran), France,
sailing,,,1900: .5 to 1 ton,3, (Jules Valton/Félix Marcotte/William Martin/Jacques Baudrier/Jean Le Bret), France,
sailing,,,1900: 1 to 2 ton,1, (Hermann de Pourtalès/Hélène de Pourtalès/Bernard de Pourtalès), Switzerland,
sailing,,,1900: 1 to 2 ton,2, (François Vilamitjana/Auguste Albert/Albert Duval/Charles Hugo), France,
sailing,,,1900: 1 to 2 ton,3, (Jacques Baudrier/Lucien Baudrier/Dubosq/Édouard Mantois), France,
sailing,,,1900: 1 to 2 ton,1, (Paul Wiesner/Georg Naue/Heinrich Peters/Ottokar Weise), Germany,
sailing,,,1900: 1 to 2 ton,2, (Hermann de Pourtalès/Hélène de Pourtalès/Bernard de Pourtalès), Switzerland,
sailing,,,1900: 1 to 2 ton,3, (François Vilamitjana/Auguste Albert/Albert Duval/Charles Hugo), France,
sailing,,,1900: 2 to 3 ton,1, (William Exshaw/Frédéric Blanchy/Jacques Le Lavasseur), Mixed team,
sailing,,,1900: 2 to 3 ton,2, (Léon Susse/Jacques Doucet/Auguste Godinet/Henri Mialaret), France,
sailing,,,1900: 2 to 3 ton,3, (Ferdinand Schlatter/de Cottignon/Émile Jean-Fontaine), France,
sailing,,,1900: 2 to 3 ton,1, (William Exshaw/Frédéric Blanchy/Jacques Le Lavasseur), Mixed team,
sailing,,,1900: 2 to 3 ton,2, (Léon Susse/Jacques Doucet/Auguste Godinet/Henri Mialaret), France,
sailing,,,1900: 2 to 3 ton,3, (Auguste Donny), France,
sailing,,,1900: 3 to 10 ton,1, (Henri Gilardoni), France,
sailing,,,1900: 3 to 10 ton,2, (Henri Smulders/Chris Hooykaas/Arie van der Velden), Netherlands,
sailing,,,1900: 3 to 10 ton,3, (Maurice Gufflet/A. Dubois/J. Dubois/Robert Gufflet/Charles Guiraist), France,
sailing,,,1900: 3 to 10 ton,1, (Howard Taylor/Edward Hore/Harry Jefferson), Great Britain,
sailing,,,1900: 3 to 10 ton,2, (Maurice Gufflet/A. Dubois/J. Dubois/Robert Gufflet/Charles Guiraist), France,
sailing,,,1900: 3 to 10 ton,3, (H. MacHenry), United States,
sailing,,,1900: 10 to 20 ton,1, (Émile Billard/Paul Perquer), France,
sailing,,,1900: 10 to 20 ton,2, (Jean duc Decazes), France,
sailing,,,1900: 10 to 20 ton,3, (Edward Hore), Great Britain,
sailing,,,1900: 20+ ton,1, (Cecil Quentin), Great Britain,
sailing,,,1900: 20+ ton,2, (Selwin Calverley), Great Britain,
sailing,,,1900: 20+ ton,3, (Harry Van Bergen), United States,
sailing,,,1900: Open class,1, (Lorne Currie/John Gretton/Linton Hope/Algernon Maudslay), Great Britain,
sailing,,,1900: Open class,2, (Paul Wiesner/Georg Naue/Heinrich Peters/Ottokar Weise), Germany,
sailing,,,1900: Open class,3, (Émile Michelet), France,
shooting,,Air pistol,1988 Seoul,1, Jasna Šekarić, Yugoslavia,
shooting,,Air pistol,1988 Seoul,2, Nino Salukvadze, Soviet Union,
shooting,,Air pistol,1988 Seoul,3, Marina Dobrancheva, Soviet Union,
shooting,,Air pistol,1992 Barcelona,1, Marina Logvinenko, Unified Team,
shooting,,Air pistol,1992 Barcelona,2, Jasna Šekarić, Independent Olympic Participants,
shooting,,Air pistol,1992 Barcelona,3, Mariya Grozdeva, Bulgaria,
shooting,,Air pistol,1996 Atlanta,1, Olga Kuznetsova, Russia,
shooting,,Air pistol,1996 Atlanta,2, Marina Logvinenko, Russia,
shooting,,Air pistol,1996 Atlanta,3, Mariya Grozdeva, Bulgaria,
shooting,,Air pistol,2000 Sydney,1, Tao Luna, China,
shooting,,Air pistol,2000 Sydney,2, Jasna Šekarić, Yugoslavia,
shooting,,Air pistol,2000 Sydney,3, Annemarie Forder, Australia,
shooting,,Air pistol,2004 Athens,1, Olena Kostevych, Ukraine,
shooting,,Air pistol,2004 Athens,2, Jasna Šekarić, Serbia and Montenegro,
shooting,,Air pistol,2004 Athens,3, Mariya Grozdeva, Bulgaria,
shooting,,Air pistol,2008 Beijing,1, Guo Wenjun, China,
shooting,,Air pistol,2008 Beijing,2, Natalia Paderina, Russia,
shooting,,Air pistol,2008 Beijing,3, Nino Salukvadze, Georgia,
shooting,,Air pistol,2012 London,1, Guo Wenjun, China,
shooting,,Air pistol,2012 London,2, Celine Goberville, France,
shooting,,Air pistol,2012 London,3, Olena Kostevych, Ukraine,
swimming,M,Road cycling,1896 Athens,1, Aristidis Konstantinidis, Greece,
swimming,M,Road cycling,1896 Athens,2, August von Gödrich, Germany,
swimming,M,Road cycling,1896 Athens,3, Edward Battell, Great Britain,
swimming,M,Road cycling,1928 Amsterdam,1, Henry Hansen, Denmark,
